City,Date,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,windspeed,winddir,sealevelpressure,cloudcover,visibility,sunrise,sunset,moonphase,conditions,description
Pune,2008-04-28,36.2,24.2,30,35.6,24.2,29.8,14.2,40.78,11.2,265,1003.3,25,7,2008-04-28 06:08:57,2008-04-28 18:55:23,0.75,Partially cloudy,Partly cloudy throughout the day.
Pune,2008-04-29,36.7,22.4,29.7,35.3,22.4,28.9,11.2,35.18,20.5,280,1003.9,31.3,7,2008-04-29 06:08:22,2008-04-29 18:55:41,0.8,Partially cloudy,Partly cloudy throughout the day.
Pune,2008-04-30,37.7,22.2,30.1,36.7,22.2,30.1,14.7,42.07,7.6,276.7,1005.4,10,7,2008-04-30 06:07:47,2008-04-30 18:56:00,0.85,Clear,Clear conditions throughout the day.
Pune,2008-05-01,37.7,22.4,30,36.2,22.4,29.8,15.6,46.27,7.6,281.4,1005.8,43.8,7,2008-05-01 06:07:13,2008-05-01 18:56:19,0.9,Partially cloudy,Partly cloudy throughout the day.
Pune,2008-05-02,38.9,24.4,31.1,36.6,24.4,29.9,8.9,30.56,14.8,281.3,1005.5,22.5,7,2008-05-02 06:06:40,2008-05-02 18:56:39,0.94,Partially cloudy,Partly cloudy throughout the day.
Pune,2008-05-03,35.1,22.4,28.7,33.4,22.4,28,11.9,39.32,9.4,282.5,1005.7,3.8,7,2008-05-03 06:06:08,2008-05-03 18:56:59,0.98,Clear,Clear conditions throughout the day.
Pune,2008-05-04,35.4,22.4,28.7,33.5,22.4,28.2,13.8,44.95,11.2,272.5,1006.4,21.3,7,2008-05-04 06:05:37,2008-05-04 18:57:18,1,Partially cloudy,Partly cloudy throughout the day.
Pune,2008-05-05,34.4,24.6,29.9,33.2,24.6,29.3,14.7,43.06,7.6,280,1007.4,0,8,2008-05-05 06:05:06,2008-05-05 18:57:39,1,Clear,Clear conditions throughout the day.
Pune,2008-05-06,34.2,22.2,27.8,33.3,22.2,27.7,16.9,55.37,9.4,281.3,1007.1,8.8,7,2008-05-06 06:04:36,2008-05-06 18:57:59,0.01,Clear,Clear conditions throughout the day.
Pune,2008-05-07,35.7,22.1,28.4,34.6,22.1,28.5,17.6,56.82,16.6,270,1006.6,20,7,2008-05-07 06:04:08,2008-05-07 18:58:20,0.03,Clear,Partly cloudy throughout the day.
Pune,2008-05-08,35.6,22.7,28.6,34.3,22.7,28.7,17.7,56.15,7.6,281.3,1007.8,10,7,2008-05-08 06:03:40,2008-05-08 18:58:41,0.07,Clear,Clear conditions throughout the day.
Pune,2008-05-09,35.4,23.7,28.3,35.1,23.7,28.3,17.6,56.03,7.6,272.9,1008.3,7.5,7,2008-05-09 06:03:13,2008-05-09 18:59:02,0.11,Clear,Clear conditions throughout the day.
Pune,2008-05-10,36.2,22.4,28.5,36.4,22.4,29.2,19,59.53,11.2,288.8,1008,7.5,7,2008-05-10 06:02:47,2008-05-10 18:59:23,0.16,Clear,Clear conditions throughout the day.
Pune,2008-05-11,35.4,22.4,28.4,34.4,22.4,28.4,17.4,55.77,11.2,276.3,1007.7,10,7,2008-05-11 06:02:22,2008-05-11 18:59:44,0.22,Clear,Clear conditions throughout the day.
Pune,2008-05-12,35.7,22.7,28.3,34,22.7,28.3,16.9,54.43,7.6,272.5,1007.9,5,7,2008-05-12 06:01:58,2008-05-12 19:00:06,0.27,Clear,Clear conditions throughout the day.
Pune,2008-05-13,36.1,22.2,28.3,34,22.2,28.2,16.2,53.48,11.2,275.7,1008.3,5,7,2008-05-13 06:01:34,2008-05-13 19:00:28,0.32,Clear,Clear conditions throughout the day.
Pune,2008-05-14,35.2,22.9,28.3,35.6,22.9,28.8,18.6,58.5,11.2,278.8,1008.8,11.3,7,2008-05-14 06:01:12,2008-05-14 19:00:50,0.37,Clear,Clear conditions throughout the day.
Pune,2008-05-15,35.2,23.2,28.4,35.9,23.2,28.8,18,55.65,14.8,278.8,1008.8,10,7,2008-05-15 06:00:51,2008-05-15 19:01:12,0.41,Clear,Clear conditions throughout the day.
Pune,2008-05-16,34.1,23.1,27.6,34.1,23.1,27.7,17.8,57.6,9.4,272.9,1009.6,11.4,6.6,2008-05-16 06:00:31,2008-05-16 19:01:35,0.44,Clear,Clear conditions throughout the day.
Pune,2008-05-17,34.4,23.7,28.3,36.8,23.7,29.2,19.3,60.57,20.5,272.5,1008.2,18.8,7,2008-05-17 06:00:12,2008-05-17 19:01:57,0.47,Clear,Clear conditions throughout the day.
Pune,2008-05-18,35.1,24.4,28.7,36.1,24.4,29.3,18.9,57.84,14.8,270,1006.3,37.5,7,2008-05-18 05:59:53,2008-05-18 19:02:20,0.49,Partially cloudy,Partly cloudy throughout the day.
Pune,2008-05-19,35.7,24.9,29.4,37.6,24.9,30.4,19.5,57.75,11.2,267.5,1006.2,30,7,2008-05-19 05:59:36,2008-05-19 19:02:42,0.5,Partially cloudy,Partly cloudy throughout the day.
Pune,2008-05-20,34.7,24.6,29.2,36.3,24.6,30.2,19.5,57.76,9.4,273.8,1006.9,31.3,7,2008-05-20 05:59:20,2008-05-20 19:03:05,0.5,Partially cloudy,Partly cloudy throughout the day.
Pune,2008-05-21,34.9,25.1,29.2,36.2,25.1,29.9,19.2,57.15,20.5,267.5,1006.5,41.3,7,2008-05-21 05:59:05,2008-05-21 19:03:28,0.51,Partially cloudy,Partly cloudy throughout the day.
Pune,2008-05-22,35.9,24.9,28.3,37.3,24.9,29,19.9,62.79,14.8,264.3,1005.9,50,7,2008-05-22 05:58:50,2008-05-22 19:03:50,0.53,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.
Pune,2008-05-23,36.7,24.4,29.1,39.2,24.4,30.7,20.6,62.43,7.6,267.5,1005.5,42.5,7,2008-05-23 05:58:37,2008-05-23 19:04:13,0.55,Partially cloudy,Partly cloudy throughout the day.
Pune,2008-05-24,36.2,25.1,29.8,36.7,25.1,30.9,19.6,57.87,11.2,272.5,1005.6,33.8,7,2008-05-24 05:58:25,2008-05-24 19:04:36,0.59,Partially cloudy,Partly cloudy throughout the day.
Pune,2008-05-25,37.2,24.4,29.8,36.9,24.4,30.6,18.8,54.99,7.6,275,1005.1,32.5,7,2008-05-25 05:58:14,2008-05-25 19:04:59,0.63,Partially cloudy,Partly cloudy throughout the day.
Pune,2008-05-26,36.2,24.7,30,36.9,24.7,31.1,19.3,56.04,11.2,277.5,1006.4,32.5,7,2008-05-26 05:58:04,2008-05-26 19:05:22,0.67,Partially cloudy,Partly cloudy throughout the day.
Pune,2008-05-27,35.7,25.1,30.1,37.4,25.1,31.6,20.1,57.63,18.4,275,1006.7,32.5,7,2008-05-27 05:57:55,2008-05-27 19:05:44,0.72,Partially cloudy,Partly cloudy throughout the day.
Pune,2008-05-28,36.7,24.7,30.2,35.7,24.7,31,18.5,54.01,7.6,275,1005,25,7,2008-05-28 05:57:46,2008-05-28 19:06:07,0.77,Partially cloudy,Partly cloudy throughout the day.
Pune,2008-05-29,35.7,24.4,30,35.4,24.4,30.8,18.6,54,7.6,278.6,1004.7,42.9,7.4,2008-05-29 05:57:39,2008-05-29 19:06:30,0.83,Partially cloudy,Partly cloudy throughout the day.
Pune,2008-05-30,36.4,24.7,29.4,36.3,24.7,30.2,19.4,58.19,16.6,277.5,1006,27.5,7,2008-05-30 05:57:33,2008-05-30 19:06:52,0.88,Partially cloudy,Partly cloudy throughout the day.
Pune,2008-05-31,35.9,24.4,29.4,36.4,24.4,30.3,19.6,58.29,20.5,272.5,1005.8,37.5,7,2008-05-31 05:57:28,2008-05-31 19:07:14,0.93,Partially cloudy,Partly cloudy throughout the day.
Pune,2008-06-01,37.1,24.9,30,37.3,24.9,30.6,18.8,54.67,14.8,270,1004.8,22.5,7,2008-06-01 05:57:24,2008-06-01 19:07:36,0.97,Partially cloudy,Partly cloudy throughout the day.
Pune,2008-06-02,35.9,25.1,30,36.7,25.1,31.3,19.7,56.75,7.6,285,1004.5,47.5,7,2008-06-02 05:57:21,2008-06-02 19:07:58,0.99,Partially cloudy,Partly cloudy throughout the day.
Pune,2008-06-03,37.2,20.9,27.1,38.9,20.9,27.6,20.1,70.3,18.4,241.4,1006,67.5,6.3,2008-06-03 05:57:19,2008-06-03 19:08:20,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
Pune,2008-06-04,33.7,22.7,26.4,35.3,22.7,26.9,20.8,74.33,0,,1007.4,63.8,6.3,2008-06-04 05:57:17,2008-06-04 19:08:41,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
Pune,2008-06-05,32.6,22.7,27.2,34.9,22.7,28.3,20.7,69.75,22.3,266,1005.8,55,7,2008-06-05 05:57:17,2008-06-05 19:09:02,0.02,Partially cloudy,Partly cloudy throughout the day.
Pune,2008-06-06,27.2,23.4,25.3,28.9,23.4,25.6,21.5,79.8,7.6,262.5,1004.6,76.3,7,2008-06-06 05:57:18,2008-06-06 19:09:23,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
Pune,2008-06-07,28.1,23.4,25,30,23.4,25.3,20.9,78.32,11.2,270,1004,86.3,7,2008-06-07 05:57:19,2008-06-07 19:09:43,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
Pune,2008-06-08,26.7,23.1,24.5,26.7,23.1,24.5,21.1,81.57,11.2,263.3,1002.7,83.8,7,2008-06-08 05:57:22,2008-06-08 19:10:03,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
Pune,2008-06-09,26.7,24.1,24.6,26.7,24.1,24.7,21.6,83.3,16.6,267.1,1003.3,81.3,6.3,2008-06-09 05:57:25,2008-06-09 19:10:23,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
Pune,2008-06-10,26.4,23.9,24.9,26.4,23.9,25,21.6,81.89,7.6,275,1004.7,90,7,2008-06-10 05:57:29,2008-06-10 19:10:42,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
Pune,2008-06-11,28.2,23.4,25.2,30.7,23.4,25.6,21.6,81.03,14.8,267.1,1004.4,84.3,5.7,2008-06-11 05:57:34,2008-06-11 19:11:01,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
Pune,2008-06-12,27.7,23.2,25.5,29.9,23.2,26.3,21.6,79.36,14.8,262,1004.5,91.7,8,2008-06-12 05:57:40,2008-06-12 19:11:19,0.34,"Rain, Overcast",Cloudy skies throughout the day with rain.
Pune,2008-06-13,26.7,23.7,25.1,26.7,23.7,25.2,19.6,71.88,14.8,270,1003.8,88.8,7,2008-06-13 05:57:47,2008-06-13 19:11:37,0.39,Partially cloudy,Partly cloudy throughout the day.
Pune,2008-06-14,29.1,22.9,25.1,31.3,22.9,25.6,20.6,77.24,25.9,267.5,1002.1,86.3,7,2008-06-14 05:57:55,2008-06-14 19:11:54,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
Pune,2008-06-15,29.7,24.2,26.1,31.6,24.2,26.7,20.2,70.61,20.5,265,1001.7,88.8,7,2008-06-15 05:58:03,2008-06-15 19:12:11,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
Pune,2008-06-16,29.9,25.1,27,31.8,25.1,27.8,20.1,66.6,24.1,267.1,1001.5,84.3,7.4,2008-06-16 05:58:12,2008-06-16 19:12:27,0.48,Partially cloudy,Partly cloudy throughout the day.
Pune,2008-06-17,30.4,24.6,26.9,32.2,24.6,27.6,20.1,66.76,18.4,267.5,1002.2,75,6.5,2008-06-17 05:58:22,2008-06-17 19:12:43,0.49,Partially cloudy,Partly cloudy throughout the day.
Pune,2008-06-18,29.7,24.4,27.2,35.3,24.4,29.5,22.6,75.79,18.4,270,1002.6,81.7,8,2008-06-18 05:58:33,2008-06-18 19:12:58,0.5,Partially cloudy,Partly cloudy throughout the day.
Pune,2008-06-19,29.1,23.7,25.9,31.5,23.7,26.5,21.1,75.53,11.2,272.9,1004.8,80,6.6,2008-06-19 05:58:44,2008-06-19 19:13:12,0.51,Partially cloudy,Partly cloudy throughout the day.
Pune,2008-06-20,30.4,22.9,26.6,32.3,22.9,27.6,21,72.71,16.6,272.9,1006,85.7,7.4,2008-06-20 05:58:56,2008-06-20 19:13:26,0.52,Partially cloudy,Partly cloudy throughout the day.
Pune,2008-06-21,29.4,23.7,26.3,31.4,23.7,26.9,20.4,70.82,11.2,260,1006.3,81.3,7,2008-06-21 05:59:09,2008-06-21 19:13:39,0.53,Partially cloudy,Partly cloudy throughout the day.
Pune,2008-06-22,29.4,24.2,26.1,31.6,24.2,26.8,20.9,73.8,5.4,270,1005.7,76.3,6.3,2008-06-22 05:59:23,2008-06-22 19:13:51,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
Pune,2008-06-23,28.9,23.1,25.7,31,23.1,26.6,21,76.41,14.8,267.5,1005.4,72.5,6.3,2008-06-23 05:59:36,2008-06-23 19:14:03,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
Pune,2008-06-24,30.1,23.7,26.4,32,23.7,27.3,20.6,71.38,18.4,272.9,1004.5,80,7.4,2008-06-24 05:59:51,2008-06-24 19:14:14,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
Pune,2008-06-25,25.4,22.4,23.8,25.4,22.4,23.9,21.3,86.26,7.6,254,1005.2,83.8,7,2008-06-25 06:00:06,2008-06-25 19:14:24,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
Pune,2008-06-26,29.4,22.4,25.5,31.9,22.4,26.5,21.3,78.81,7.6,270,1004.8,81.4,7.4,2008-06-26 06:00:22,2008-06-26 19:14:33,0.75,Partially cloudy,Partly cloudy throughout the day.
Pune,2008-06-27,30.4,22.9,25.6,32.4,22.9,26.1,20.9,76.43,9.4,270,1004.4,86.3,7,2008-06-27 06:00:38,2008-06-27 19:14:41,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
Pune,2008-06-28,28.7,24.1,25.8,30.6,24.1,26.4,20.4,72.51,11.2,267.1,1003.2,88.8,7,2008-06-28 06:00:55,2008-06-28 19:14:49,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
Pune,2008-06-29,25.4,22.6,23.9,25.4,22.6,23.9,22.3,91.32,5.4,260,1002.4,92.5,7,2008-06-29 06:01:12,2008-06-29 19:14:55,0.91,"Rain, Overcast",Cloudy skies throughout the day with rain.
Pune,2008-06-30,25.4,22.1,23.5,25.4,22.1,23.6,22.2,92.62,5.4,273.3,1003.7,88.8,7,2008-06-30 06:01:30,2008-06-30 19:15:01,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
Hyderabad,2008-04-01,34.1,26.1,30.6,37.1,26.1,32,18.8,51.4,14.8,202.9,,48.3,6.2,2008-04-01 06:10:37,2008-04-01 18:29:28,0.88,Partially cloudy,Partly cloudy throughout the day.
Hyderabad,2008-04-02,35.1,24.1,30.5,35.9,24.1,31.2,17.8,48.59,18.4,298.8,,8.9,7,2008-04-02 06:09:50,2008-04-02 18:29:39,0.92,Clear,Clear conditions throughout the day.
Hyderabad,2008-04-03,35.1,24.1,31.3,33.5,24.1,30.2,12.9,35.66,18.4,270,,10,6.9,2008-04-03 06:09:03,2008-04-03 18:29:51,0.96,Clear,Clear conditions throughout the day.
Hyderabad,2008-04-04,36.1,27.1,33.6,35.2,28.3,32.8,13.1,30.6,14.8,263.3,,21.4,5.9,2008-04-04 06:08:16,2008-04-04 18:30:03,0.99,Partially cloudy,Partly cloudy throughout the day.
Hyderabad,2008-04-05,35.1,26.1,30.9,34.8,26.1,30.8,15.5,40.74,18.4,155,,48.3,6.6,2008-04-05 06:07:30,2008-04-05 18:30:14,1,Partially cloudy,Partly cloudy throughout the day.
Hyderabad,2008-04-06,32.1,26.1,29.7,33.6,26.1,30.8,19.4,55.09,27.7,151.1,,54.4,7.6,2008-04-06 06:06:44,2008-04-06 18:30:26,0,Partially cloudy,Partly cloudy throughout the day.
Hyderabad,2008-04-07,31.1,28.1,29.7,32.5,29.2,30.7,17.9,50.18,9.4,95,,48.3,7.2,2008-04-07 06:05:58,2008-04-07 18:30:38,0.01,Partially cloudy,Partly cloudy throughout the day.
Hyderabad,2008-04-08,32.1,22.1,27.8,32.5,22.1,28.2,17.9,56.81,18.4,137.5,,51.1,5,2008-04-08 06:05:13,2008-04-08 18:30:51,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
Hyderabad,2008-04-09,34.1,24.1,29.8,35.2,24.1,30.4,18.6,53.19,18.4,72.5,,60,5.3,2008-04-09 06:04:28,2008-04-09 18:31:03,0.08,Partially cloudy,Partly cloudy throughout the day.
Hyderabad,2008-04-10,34.1,31.1,32.9,34.6,29.9,32.3,14.1,32.33,22.3,88.3,,40,10.2,2008-04-10 06:03:43,2008-04-10 18:31:15,0.13,Partially cloudy,Partly cloudy throughout the day.
Hyderabad,2008-04-11,36.1,24.1,32.9,34.1,24.1,31.5,10.7,28.11,14.8,130,,13.8,7.6,2008-04-11 06:02:59,2008-04-11 18:31:28,0.18,Clear,Clear conditions throughout the day.
Hyderabad,2008-04-12,37.1,28.1,33.9,36.2,28.6,33.2,13.5,30.69,22.3,167.1,,6,8.7,2008-04-12 06:02:15,2008-04-12 18:31:41,0.23,Clear,Clear conditions throughout the day.
Hyderabad,2008-04-13,38.1,25.1,33.9,36.7,25.1,33,12.9,30.38,13,193.3,,0,7.4,2008-04-13 06:01:31,2008-04-13 18:31:54,0.28,Clear,Clear conditions throughout the day.
Hyderabad,2008-04-14,38.1,27.1,33,37,27.5,32.9,15.3,36.06,14.8,208.3,,6,6.4,2008-04-14 06:00:48,2008-04-14 18:32:07,0.34,Clear,Clear conditions throughout the day.
Hyderabad,2008-04-15,36.1,26.1,32.9,35.9,26.1,32.4,14.5,34.91,18.4,188.6,,0,7.9,2008-04-15 06:00:06,2008-04-15 18:32:21,0.39,Clear,Clear conditions throughout the day.
Hyderabad,2008-04-16,37.1,25.1,33.6,38.7,25.1,34.4,17.6,40.47,14.8,244,,28.5,7.4,2008-04-16 05:59:24,2008-04-16 18:32:34,0.43,Partially cloudy,Partly cloudy throughout the day.
Hyderabad,2008-04-17,38.1,27.1,34.1,40.2,29.3,35.8,18.5,43.12,16.6,197,,17.3,5.8,2008-04-17 05:58:42,2008-04-17 18:32:48,0.46,Clear,Clear conditions throughout the day.
Hyderabad,2008-04-18,39.1,33.1,36.8,39.9,33.2,36.8,14.2,27.02,11.2,240,,13.8,7.4,2008-04-18 05:58:01,2008-04-18 18:33:02,0.48,Clear,Clear conditions throughout the day.
Hyderabad,2008-04-19,40.1,28.1,36.9,38.8,28.1,35.9,12.3,24.57,18.4,218,,10,8.8,2008-04-19 05:57:21,2008-04-19 18:33:16,0.5,Clear,Clear conditions throughout the day.
Hyderabad,2008-04-20,40.1,26.1,36.7,40.5,26.1,36.6,14.7,29.6,14.8,246.7,,0,7.2,2008-04-20 05:56:41,2008-04-20 18:33:31,0.5,Clear,Clear conditions throughout the day.
Hyderabad,2008-04-21,40.1,25.1,35.5,38.8,25.1,34.7,12.8,28.28,22.3,312.2,,0,5.8,2008-04-21 05:56:02,2008-04-21 18:33:46,0.51,Clear,Clear conditions throughout the day.
Hyderabad,2008-04-22,41.1,31.1,37.4,40.5,31.9,37.2,14,26.75,27.7,76.3,,0,9,2008-04-22 05:55:23,2008-04-22 18:34:01,0.52,Clear,Clear conditions throughout the day.
Hyderabad,2008-04-23,41.1,29.1,36.3,39.1,29.5,35,10.7,23.58,18.4,111.4,,20,7.5,2008-04-23 05:54:45,2008-04-23 18:34:16,0.54,Clear,Partly cloudy throughout the day.
Hyderabad,2008-04-24,37.1,29.1,34,40.2,30.4,36.2,19.5,43.23,18.4,122.7,,16.7,7,2008-04-24 05:54:08,2008-04-24 18:34:32,0.57,Clear,Clear conditions throughout the day.
Hyderabad,2008-04-25,38.1,28.1,33.7,36,28.9,33.1,13.4,31.92,18.4,157.1,,22.5,6.7,2008-04-25 05:53:31,2008-04-25 18:34:48,0.61,Partially cloudy,Partly cloudy throughout the day.
Hyderabad,2008-04-26,36.1,26.1,33.3,35.5,26.1,33,15.2,35.91,14.8,137.5,,28.9,8.6,2008-04-26 05:52:55,2008-04-26 18:35:04,0.65,Partially cloudy,Partly cloudy throughout the day.
Hyderabad,2008-04-27,39.1,26.1,34.3,39.3,26.1,34.4,15.7,34.37,22.3,237.8,,46.4,7.3,2008-04-27 05:52:20,2008-04-27 18:35:20,0.7,Partially cloudy,Becoming cloudy in the afternoon.
Hyderabad,2008-04-28,40.1,33.1,37.6,41,34.8,38,15.5,28.28,18.4,205,,66,7,2008-04-28 05:51:46,2008-04-28 18:35:37,0.75,Partially cloudy,Partly cloudy throughout the day.
Hyderabad,2008-04-29,41.1,28.1,36.2,39.2,29.7,36,14.2,31.02,18.4,260.8,,49.2,6.7,2008-04-29 05:51:12,2008-04-29 18:35:54,0.8,Partially cloudy,Partly cloudy throughout the day.
Hyderabad,2008-04-30,41.1,30.1,38.2,41.1,32,38.4,15.1,26.81,22.3,80,,23,9.3,2008-04-30 05:50:39,2008-04-30 18:36:11,0.85,Partially cloudy,Partly cloudy throughout the day.
Hyderabad,2008-05-01,40.1,30.1,35.8,37.7,30.9,34.8,12.1,27.2,22.3,297,,0,7.1,2008-05-01 05:50:07,2008-05-01 18:36:29,0.9,Clear,Clear conditions throughout the day.
Hyderabad,2008-05-02,40.1,29.1,35.7,38.4,30.4,35.1,13.3,28.29,22.3,308.2,,29.1,7.5,2008-05-02 05:49:35,2008-05-02 18:36:46,0.94,Partially cloudy,Partly cloudy throughout the day.
Hyderabad,2008-05-03,40.1,28.1,35.5,38,28.3,33.9,9.6,22.74,25.9,294.2,,11.7,7,2008-05-03 05:49:05,2008-05-03 18:37:04,0.98,Clear,Clear conditions throughout the day.
Hyderabad,2008-05-04,39.1,28.1,34.2,37.5,27.7,32.9,11.3,26.05,29.5,297.8,,13.6,7.5,2008-05-04 05:48:35,2008-05-04 18:37:23,1,Clear,Clear conditions throughout the day.
Hyderabad,2008-05-05,40.1,29.1,35.1,38,27.7,33.4,9.5,21.58,37.1,318.3,,18.3,9.2,2008-05-05 05:48:06,2008-05-05 18:37:41,1,Clear,Clear conditions throughout the day.
Hyderabad,2008-05-06,40.1,29.1,36.6,39.1,28.2,35.3,11.2,22.11,25.9,284.4,,0,8.3,2008-05-06 05:47:38,2008-05-06 18:38:00,0.01,Clear,Clear conditions throughout the day.
Hyderabad,2008-05-07,39.1,28.1,35.5,37.7,28.1,34.5,12.4,26.19,25.9,295.4,,11.5,6,2008-05-07 05:47:11,2008-05-07 18:38:19,0.03,Clear,Clear conditions throughout the day.
Hyderabad,2008-05-08,39.1,30.1,36.2,39.3,29.8,35.8,14.1,27.17,22.3,257.8,,40,8.1,2008-05-08 05:46:45,2008-05-08 18:38:38,0.07,Partially cloudy,Partly cloudy throughout the day.
Hyderabad,2008-05-09,40.1,27.1,36,39.5,27.2,35.1,12.4,25.35,27.7,279.2,,24.6,9.7,2008-05-09 05:46:19,2008-05-09 18:38:58,0.11,Partially cloudy,Partly cloudy throughout the day.
Hyderabad,2008-05-10,40.1,30.1,36,40.5,29.8,36.3,15.6,30.41,22.3,321.8,,17.3,7.5,2008-05-10 05:45:55,2008-05-10 18:39:18,0.16,Clear,Clear conditions throughout the day.
Hyderabad,2008-05-11,40.1,30.1,35.6,43.1,29.8,36.2,15.9,31.6,22.3,316.4,,38.3,7,2008-05-11 05:45:31,2008-05-11 18:39:38,0.22,Partially cloudy,Partly cloudy throughout the day.
Hyderabad,2008-05-12,40.1,30.1,36.1,40.5,29.2,36.2,15.1,29.33,29.5,317.5,,19.2,9,2008-05-12 05:45:08,2008-05-12 18:39:58,0.27,Clear,Clear conditions throughout the day.
Hyderabad,2008-05-13,40.1,28.1,36,38.9,27.2,34.9,11.7,23.59,27.7,247.5,,24.2,9.3,2008-05-13 05:44:47,2008-05-13 18:40:18,0.32,Partially cloudy,Partly cloudy throughout the day.
Hyderabad,2008-05-14,40.1,31.1,37.3,40,30.1,36.9,13.9,25.17,22.3,317.3,,15.8,9.8,2008-05-14 05:44:26,2008-05-14 18:40:39,0.37,Clear,Clear conditions throughout the day.
Hyderabad,2008-05-15,40.1,30.1,36.3,44,29.5,38.3,18.1,34.58,29.5,285.5,,37.3,7.1,2008-05-15 05:44:06,2008-05-15 18:41:00,0.41,Partially cloudy,Partly cloudy throughout the day.
Hyderabad,2008-05-16,40.1,30.1,35.8,42.3,30.9,36.5,16.5,33.06,27.7,314.2,,19.2,8.3,2008-05-16 05:43:47,2008-05-16 18:41:21,0.44,Clear,Clear conditions throughout the day.
Hyderabad,2008-05-17,40.1,32.1,37.4,41.6,32,37.9,15.9,28.62,37.1,312,,19,9.9,2008-05-17 05:43:29,2008-05-17 18:41:42,0.47,Clear,Clear conditions throughout the day.
Hyderabad,2008-05-18,40.1,34.1,38.1,42.3,36.6,39.2,16.8,29.42,29.5,304,,20,8.2,2008-05-18 05:43:12,2008-05-18 18:42:03,0.49,Clear,Partly cloudy throughout the day.
Hyderabad,2008-05-19,40.1,30.1,36.6,39.1,30.9,35.7,12.6,25.66,27.7,290,,25,9.3,2008-05-19 05:42:56,2008-05-19 18:42:25,0.5,Partially cloudy,Partly cloudy throughout the day.
Hyderabad,2008-05-20,38.1,28.1,34.3,38.7,29.5,34.7,16.1,35.88,27.7,274.5,,51.8,8.3,2008-05-20 05:42:41,2008-05-20 18:42:46,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
Hyderabad,2008-05-21,35.1,25.1,31.2,35.8,25.1,31.8,17.9,47.24,27.7,263.3,,83.3,8.2,2008-05-21 05:42:27,2008-05-21 18:43:08,0.51,Partially cloudy,Partly cloudy throughout the day.
Hyderabad,2008-05-22,38.1,24.1,30.8,41.5,24.1,32.7,19.8,53.16,22.3,285,,66.7,7.3,2008-05-22 05:42:14,2008-05-22 18:43:29,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
Hyderabad,2008-05-23,38.1,27.1,33.7,39.9,27.7,35.3,18.2,40.75,22.3,274.6,,44.6,7.3,2008-05-23 05:42:02,2008-05-23 18:43:51,0.55,Partially cloudy,Becoming cloudy in the afternoon.
Hyderabad,2008-05-24,37.1,29.1,34.1,38.7,29.9,35.6,18.6,40.81,29.5,248,,72,7.6,2008-05-24 05:41:51,2008-05-24 18:44:13,0.59,Partially cloudy,Partly cloudy throughout the day.
Hyderabad,2008-05-25,40.1,29.1,36.6,40.5,30.4,37.3,15.9,31.69,20.5,283.6,,35.8,7.3,2008-05-25 05:41:41,2008-05-25 18:44:34,0.63,Partially cloudy,Partly cloudy throughout the day.
Hyderabad,2008-05-26,38.1,29.1,33.7,39.3,29.9,35.8,19.2,43.99,18.4,213.3,,83.3,6,2008-05-26 05:41:32,2008-05-26 18:44:56,0.67,Partially cloudy,Partly cloudy throughout the day.
Hyderabad,2008-05-27,41.1,30.1,38.3,40.2,31.4,37.7,12.9,23.75,25.9,318,,27.3,7.6,2008-05-27 05:41:24,2008-05-27 18:45:18,0.72,Partially cloudy,Partly cloudy throughout the day.
Hyderabad,2008-05-28,41.1,32.1,36.1,42.2,33.7,37.1,16.9,34.07,33.5,315,,70,7.5,2008-05-28 05:41:17,2008-05-28 18:45:39,0.77,Partially cloudy,Partly cloudy throughout the day.
Hyderabad,2008-05-29,40.1,30.1,34.4,38.8,28.9,34.4,15.1,33.18,27.7,288.6,,46.3,6.8,2008-05-29 05:41:11,2008-05-29 18:46:01,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
